005400080280007000071068000050004800400105003009600050000570310000800042090001600 635412987284957136971368425356724891428195763719683254842576319167839542593241678
053800014700040050009000630000008063007000900360400000078000100040070006130002490 253896714716243859489157632594718263827365941361429578678934125942571386135682497
000002103002310500800006400430000005000000000200000037005800002004027600106400000 567942183942318576813756429438179265679235814251684937795861342384527691126493758
700450002201308000089000000005030409000000000806020500000000760000602304600094001 763459182251368947489271635175836429392145876846927513924513768517682394638794251
600050210000006000058000704406070030000642000010090607709000380000100000041020006 697854213234716895158239764486571932973642158512398647729465381365187429841923576
010000006000200100005100420600900850070406090038005001087009200006002000300000080 213548976849267135765193428624931857571486392938725641187359264496872513352614789
640100097900000003230009000020080600000602000001090050000700081100000006480003075 648135297915427863237869514724581639359672148861394752592746381173958426486213975
000400000038000900500003870060039000700010003000620010014900008006000230000007000 697458321138276945542193876461739582725814693983625417314962758876541239259387164
004007030206030000310000907000020000700603009000080000605000094000050206040100700 954817632276439815318562947563921478781643529429785361635278194197354286842196753
604000030000002090000036005006000059020040070310000400200570000080100000030000508 674985132853712694192436785746321859528649371319857426261578943485193267937264518
050900006007004000043000050009012003080000060600850700090000680000200900800006070 158927436267534198943168257579612843382749561614853729495371682736285914821496375
300019006001605000000020070043000700080000060005000390010080000000301800800470002 328719456791645283456823971643198725982537164175264398514982637267351849839476512
030750006000006900600042010000000305000060000708000000060510009003900000500037040 831759426245186973679342518926471385314865792758293164467518239183924657592637841
005704000003006809200500000000000061406000208590000000000008004907400600000905700 185794326743126859269583147372849561416357298598612473651278934927431685834965712
802400300079800000010000407000008100030000070007600000204000060000001230001009708 862417395479835612513926487945378126638152974127694853294783561786541239351269748
000900700003070000070004309205090000310000026000040503102400060000060400006005000 641983752923571648578624319285396174314758926769142583192437865857269431436815297
201003000000904050000000607000040089004020100720060000908000000030406000000500903 251673894867914352493852617316745289584329176729168435948237561135496728672581943
000000060000807000061903020083000405006000100105000370020409610000708000070000000 957142863432867951861953724283671495746395182195284376528439617614728539379516248
460300900090000800203006004000003200007050100002100000300200409009000080004001076 465378921791524863283916754146783295937652148852149637378265419619437582524891376
070000008300070054000100700500900100090405080004001002008003000730060001400000060 975342618381679254246158739523986147197425386864731592618293475739564821452817963
000001000520300800000040037000003070091000250040700000810090000005007064000500000 973851642524376819186249537652913478791468253348725196817694325235187964469532781
700010000040007060015620000300700020009000600050001003000079810070100040000050009 796514238243987165815623794384765921129348657657291483532479816978136542461852379
506000700000300028093400000000800039000070000630005000000004590740001000002000104 586219743417356928293487651175862439924173865638945217861734592749521386352698174
081700500000830490200006000958000000006000800000000936000500009049027000005009310 381794562567832491294156783958263174436971825712485936673518249149327658825649317
600250000030080059805000000097000002080406030300000490000000305920040010000023006 679254183234187659815369274497831562582496731361572498746918325923645817158723946
000800060000001743009040000000084507480000032501930000000050600852100000010009000 145873269268591743739246158923684517486715932571932486397458621852167394614329875
800350010000400805001000300104000050020105030060000401009000700408009000070084002 842357916736491825591862347184736259927145638365928471259613784418279563673584192
000006001000070900006904570461000000070000050000000712039408600007030000200500000 794356281853172964126984573461725398372891456985643712539418627617239845248567139
900300600006000402008602010104820000000105000000079801040203700309000200002004008 921347685736581492458692317194826573287135946563479821845213769319768254672954138
036900014012000000500070000050009000200507006000400020000080007000000130370002890 736958214812364759549271683654829371283517946197436528925183467468795132371642895
030900067000708900917000040709100080000000000080005203070000456008307000590001070 834912567265748931917536842759123684326894715481675293173289456648357129592461378
002003400600001000380000607970000000000407000000000028501000036000500004009800500 712683459695741382384295617976328145128457963453169728541972836837516294269834571
680750000009603008031000000007960004020000090800031700000000280900507400000084057 684759312279613548531248679157962834423875196896431725745396281918527463362184957
308000400005006008009240060000023009030000070600910000090034700700800900003000201 368591427425376198179248563547623819931485672682917354296134785714852936853769241
030800070002070000000100406000000927700000005359000000106002000000080600070003050 635849271412376598987125436861534927724698315359217864146952783593781642278463159
000009001000860020390200060800000670750000042016000005080006014040017000500900000 628439751174865923395271468832154679759683142416792385987326514243517896561948237
000300090049000008700050300071040609000705000503020870008060003600000180030001000 865314792349672518712958346271843659486795231593126874158467923624539187937281465
010000000000067002002900804087500009050000060100009380204008500800250000000000010 918425673543867192672931854387516429459382761126749385294178536861253947735694218
000940006410002730000000004070290100060000070002075080100000000094700025200039000 785943216419652738623817954578296143961384572342175689136528497894761325257439861
080900071006001000090082000025070009003000400900040730000610080000500300850007040 584936271236751894197482563425873619713269458968145732372614985641598327859327146
003890054000001207010000900009300005000000000700006800006000080204700000150063400 623897154985431267417652938869314725532978641741526893376149582294785316158263479
340000290000000000000037804002700080009501600070002500703940000000000000018000036 341658297687429315295137864152764983439581672876392541723946158564813729918275436
800005003005000002030081709000043590000000000091560000908350010600000300300700006 849275163175639842236481759762843591583192674491567238928356417617924385354718926
000047352000000080029000040002400070400708006050002400040000560080000000795630000 618947352374215689529386741862493175431758296957162438143829567286574913795631824
000004750000790100003005006080000305701302904904000020400200500002051000018900000 629134758845796132173825496286419375751362984934578621467283519392651847518947263
000000006007892050104000800000260080010000090040075000003000508070428100800000000 582147936637892451194536827759261384216384795348975612423619578975428163861753249
208010000300600702000004800031000006050070090600000280006200000705001008000040107 298715634314689752567324819431892576852176493679453281186237945745961328923548167
689010700010007000000809000004005000850000072000400100000701000000300080002040961 689214735413657829527839614274185396851963472396472158968721543145396287732548961
420008007060001050000040800000005900530000082001200000004010000080300090100500038 423958617968721354715643829247185963536497182891236745354819276682374591179562438
008042000067009050000300000210000030534000879080000042000003000020500910000170300 158742693367819254942356781219487536534621879786935142871293465423568917695174328
076090500900050100001007004000001030700020001060400000200700600007060008008040790 876194523924356187351287964495871236783629451162435879239718645547962318618543792
000900051000020030600001400260007040905040307080300062009200005050010000130005000 348976251591428736627531498263187549915642387784359162479263815856714923132895674
100000080040010600507008000000009800608507401001200000000300508009020060010000003 196752384842913675537648219473169852628537491951284736764391528389425167215876943
500810700104000060080020001700100000000694000000003008400060080010000905002041003 563819724124537869987426351795182436238694517641753298479365182316278945852941673
076002003300000508005003090001200700000601000002008600080900300504000002900400850 876592143329164578145873296631249785758631429492758631287915364564387912913426857
010038000007400000082006400406103000070000010000609304005900820000002100000560070 614238597397415268582796431456123789973854612821679354135947826769382145248561973
050680409800005000000403000702000006300000001400000305000508000000700002607014080 251687439834195267976423158782351946365942871419876325123568794548739612697214583
001000009000704000238090000304500002000309000600008107000010685000907000800000900 741852369965734218238196754374561892182379546659428137497213685516987423823645971
705200000090003010002060007040016902000000000309420070400070100050900060000002503 715284396694753218832169457547816932126397845389425671463578129258931764971642583
003900100529040006040003500400006700200000008001800003006400030800010964004005200 673958142529741386148263597485136729237594618961872453716429835852317964394685271
000000100000093704300410026005047060000000000060950200870061005503780000002000000 459672138126893754387415926235147869948326571761958243874261395593784612612539487
900006720000300800030007001000060015009705300620080000800600030007001000064900007 918546723576312894432897561783469215149725386625183479851674932397251648264938157
009830200000006000000219080106000059270000013490000607080361000000700000001085700 519834276824576391367219584136427859275698413498153627782361945953742168641985732
000078000501020030000000670000082503030000080209730000016000000020060304000840000 364178925571926438892354671147682593635419782289735146416293857928567314753841269
408601002002000800051000000310002500800050003007900018000000720006000100100208309 438671952692345871751829634319482567864157293527936418983514726246793185175268349
300000000070001250004200096000830070500607008090025000760002100013500040000000009 326954781978361254154278396641839572532647918897125463769482135213596847485713629
700050000960800000001070009400003600029607430003200008100060800000002013000030007 782359146964821375351476289478513692529687431613294758137965824896742513245138967
030900047007400300009600080060074500000000000002350070010002400005003100390001020 831925647627418395459637281968174532573286914142359876716892453285743169394561728
002000800008700004500802036804901000000000000000506408320405001600008900001000200 462153897138769524579842136854971362216384759793526418327495681645218973981637245
000260000349100000000503000081400002230000094600002580000905000000001458000027000 517264839349178625826593741781459362235786194694312587168945273972631458453827916
006050079001080000000006130000400006714000952800002000047800000000020700590030600 486153279321987465975246138253479816714368952869512347647891523138625794592734681
970500100000000002642000590200180000003070800000039004024000671500000000006001058 978542136351796482642318597297184365463275819185639724824953671519867243736421958
000002000065000000000016207890400360073000190016008024104260000000000540000900000 731842956265739481948516237892471365473625198516398724154263879629187543387954612
000800390800000004409200608948300000010000030000002186701008203300000007086004000 127846395865913724439275618948361572612587439573492186791658243354129867286734951
004000000005002010006094008030740000800301002000068030100430600070100400000000800 724813965985672314316594278231749586869351742457268139198435627572186493643927851
600001050001020600002000980074003000103000702000400160058000300009040500010500009 697381254841925637532764981274613895163859742985472163458297316329146578716538429
